S.no,Menu,Questions,Query,Table name,Result & Answer Format,Question with Facility Code
141,Work Order,Highest cause of breakdown for an TSD-101 equipment for the current month,"SELECT workorder_natureofissue, SUM(workorder_equipment_losthours) AS total_losthours FROM ai.workordermasterdetails WHERE workorder_equipment_code = 'TSD-101' AND EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) AND workorder_facility_code in ('MYS-PMG-ASRS') and workorder_type = 'Breakdown' GROUP BY workorder_natureofissue ORDER BY total_losthours DESC LIMIT 1;",workordermasterdetails,"Nature of Issue: Mechanical, Lost hours: 34","#User Facility#
['MYS-PMG-ASRS']

User Query: Highest cause of breakdown for an TSD-101 equipment for the current month"
142,Work Order,Breakdown count with more than 3 lost hours in current month for an equipment TSD-123,SELECT COUNT(*) AS breakdowns_over_3_hours_TSD_123 FROM ai.workordermasterdetails WHERE workorder_equipment_losthours > 3 AND workorder_equipment_code = 'TSD-123' AND EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) AND workorder_facility_code in ('MYS-PMG-ASRS') and workorder_type = 'Breakdown' ,workordermasterdetails,No of breakdowns with lost hours more than 3hrs: 45,"#User Facility#
['MYS-PMG-ASRS']

User Query: Breakdown count with more than 3 lost hours in current month for an equipment TSD-123"
143,Work Order,Breakdown count for an CSV-333 equipment for the current month,SELECT COUNT(*) AS breakdowns_CSV_333 FROM ai.workordermasterdetails WHERE workorder_equipment_code = 'CSV-333' AND EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) AND workorder_facility_code in ('MYS-PMG-ASRS') and workorder_type = 'Breakdown' ,workordermasterdetails,"Equipment: CSV-333
Breakdown count: 21","#User Facility#
['MYS-PMG-ASRS']

User Query: Breakdown count for an CSV-333 equipment for the current month"
144,Work Order,Equipment with the most breakdowns in the current month,"SELECT workorder_equipment_code, COUNT(*) AS breakdown_count FROM ai.workordermasterdetails WHERE EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) AND workorder_facility_code in ('MYS-PMG-ASRS') and workorder_type = 'Breakdown' GROUP BY workorder_equipment_code ORDER BY breakdown_count DESC LIMIT 1;",workordermasterdetails,"Equipment code: VKV-1507
Break down count : 15","#User Facility#
['MYS-PMG-ASRS']

User Query: Equipment with the most breakdowns in the current month"
145,Work Order,Top 5 equipment with most breakdowns in the current month,"SELECT workorder_equipment_code, COUNT(*) AS breakdown_count FROM ai.workordermasterdetails WHERE workorder_facility_code in ('SRP-WPB') AND EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) and workorder_type = 'Breakdown' GROUP BY workorder_equipment_code ORDER BY breakdown_count DESC LIMIT 5;",workordermasterdetails,"Eequipment_code:SPCI-06, Breakdown_count:159
Equipment_code:DT-S815, Breakdown_count:249
Equipment_code:SPCI-01, Breakdown_count:139","#User Facility#
['SRP-WPB']

User Query: Top 5 equipment with most breakdowns in the current month"
146,Work Order,Issue that caused the most breakdowns at facility SRP-WPB during the current month,"SELECT workorder_natureofissue, COUNT(*) AS breakdown_count FROM ai.workordermasterdetails WHERE workorder_facility_code in ('SRP-WPB') AND EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) and workorder_type = 'Breakdown'  GROUP BY workorder_natureofissue ORDER BY breakdown_count DESC LIMIT 1;",workordermasterdetails,"Nature of Issue: Mechanical, Breakdown Count: 34","#User Facility#
['SRP-WPB']

User Query: Issue that caused the most breakdowns at facility SRP-WPB during the current month"
147,Work Order,Lost hours for an TSD-101 equipment in the current month,SELECT SUM(workorder_equipment_losthours) AS total_losthours_TSD_101 FROM ai.workordermasterdetails WHERE workorder_equipment_code = 'TSD-101' AND workorder_facility_code in ('MYS-PMG-ASRS') AND EXTRACT(MONTH FROM workorder_createdtime) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_createdtime) = EXTRACT(YEAR FROM CURRENT_DATE);,workordermasterdetails,"Please find the Highest cause of breakdown in a Equipment Highest cause of breakdown WO Equipment Code -TSD-101
Lost Hours - 07.35","#User Facility#
['MYS-PMG-ASRS']

User Query: Lost hours for an TSD-101 equipment in the current month"
148,Work Order,Breakdown incidents recorded for TSD-101 equipment in the past 7 days,SELECT COUNT(*) AS breakdowns_TSD_101_last_7_days FROM ai.workordermasterdetails WHERE workorder_equipment_code = 'TSD-101' AND workorder_facility_code in ('MYS-PMG-ASRS') AND workorder_start_shiftdate >= CURRENT_DATE - INTERVAL '7 days' AND EXTRACT(MONTH FROM workorder_start_shiftdate) = EXTRACT(MONTH FROM CURRENT_DATE) AND EXTRACT(YEAR FROM workorder_start_shiftdate) = EXTRACT(YEAR FROM CURRENT_DATE) and workorder_type='Breakdown',workordermasterdetails,"Please find the Highest cause of breakdown in a Equipment Highest cause of breakdown WO Equipment Code -TSD-101
Breakdown count - 5","#User Facility#
['MYS-PMG-ASRS']

User Query: Breakdown incidents recorded for TSD-101 equipment in the past 7 days"
149,Work Order,"in the work order ""WO002310"" how many assignees were involved?","SELECT wa.workorder_assignee_workorder_id, COUNT(DISTinCT wa.workorder_assignee_name) AS assignee_count FROM ai.workorder_assignee wa
JOin ai.workordermasterdetails wmd ON wa.workorder_assignee_workorder_id = wmd.workorder_id
WHERE wa.workorder_assignee_workorder_id = 'WO002310'
AND wmd.workorder_facility_code in ('MYS-PMG-ASRS')
GROUP BY wa.workorder_assignee_workorder_id;","workorder_assignee, workordermasterdetails","Work order ""WO002310"" - 6 assignees","#User Facility#
['MYS-PMG-ASRS']

User Query: in the work order ""WO002310"" how many assignees were involved?"
150,Work Order,Which work orders have been assigned to 'Ideeswaran',SELECT workorder_assignee_workorder_id FROM ai.workorder_assignee WHERE workorder_assignee_name ilike '%Ideeswaran%' AND workorder_assignee_workorder_id in (SELECT workorder_id FROM ai.workordermasterdetails WHERE workorder_facility_code in ('MYS-PMG-ASRS'));,"workorder_assignee, workordermasterdetails","Workorder Id 
WO022346
WO022349
 
Assignee - Ideeswaran","#User Facility#
['MYS-PMG-ASRS']

User Query: Which work orders have been assigned to 'Ideeswaran'"
151,Work Order,How many work orders are assigned to 'Ideeswaran',SELECT count(workorder_assignee_workorder_id) FROM ai.workorder_assignee WHERE workorder_assignee_name ilike '%Ideeswaran%' AND workorder_assignee_workorder_id in (SELECT workorder_id FROM ai.workordermasterdetails WHERE workorder_facility_code in ('MYS-PMG-ASRS'));,"workorder_assignee, workordermasterdetails",Total No of Work orders - 50,"#User Facility#
['MYS-PMG-ASRS']

User Query: How many work orders are assigned to 'Ideeswaran'"
152,Work Order,Which work orders have not been assigned to any assignee,SELECT workorder_id FROM ai.workordermasterdetails WHERE workorder_facility_code in ('MYS-PMG-ASRS') AND workorder_id NOT in (SELECT distinct workorder_assignee_workorder_id FROM ai.workorder_assignee);,"workorder_assignee, workordermasterdetails","Workorder Id 
WO022346
WO022349","#User Facility#
['MYS-PMG-ASRS']

User Query: Which work orders have not been assigned to any assignee"
153,Work Order,How many work orders have multiple assignees,SELECT COUNT(*) FROM (SELECT workorder_assignee_workorder_id FROM ai.workorder_assignee WHERE workorder_assignee_workorder_id in (SELECT workorder_id FROM ai.workordermasterdetails WHERE workorder_facility_code in ('MYS-PMG-ASRS')) GROUP BY workorder_assignee_workorder_id Having COUNT(Distinct workorder_assignee_name) > 1) AS multi_assignee;,"workorder_assignee, workordermasterdetails",No of Work orders with multiple assignee: 34,"#User Facility#
['MYS-PMG-ASRS']

User Query: How many work orders have multiple assignees"
154,Work Order,What is the total number of assignees across all work orders,SELECT COUNT(*) FROM ai.workorder_assignee WHERE workorder_assignee_workorder_id in (SELECT workorder_id FROM ai.workordermasterdetails WHERE workorder_facility_code in ('MYS-PMG-ASRS'));,"workorder_assignee, workordermasterdetails",Total no of Assignee across work orders - 25,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the total number of assignees across all work orders"
155,Work Order,"List the tasks of all mandatory checklist tasks where the actual effort exceeds the planned effort, and the task is not completed","SELECT wc.workorder_checklist_taskdescription,wc.workorder_checklist_assignedto,wc.workorder_checklist_actualeffort,wc.workorder_checklist_plannedeffort,wc.workorder_checklist_mandatory,wc.workorder_checklist_taskpriority,wc.workorder_checklist_observation,wc.workorder_checklist_notes,wc.workorder_checklist_completionstatus
FROM ai.workorder_checklist wc
JOin ai.workordermasterdetails wmd ON wc.workorder_checklist_workorder_id = wmd.workorder_id
WHERE wc.workorder_checklist_mandatory = TRUE
AND CAST(wc.workorder_checklist_actualeffort AS inTEGER) > CAST(wc.workorder_checklist_plannedeffort AS inTEGER)
AND wc.workorder_checklist_completionstatus = FALSE
AND wmd.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails","Workorder Id: WO022346
Task Description: Check the motor winding
Assigned To: Outhirai
Nature of Work: Mechanical
Planned effort: 00:15
Actual effort: 00:20
Expected Result: Inspection to be done once the motor is working fine
Observation: ok
Notes:
Non Conformance: true
Completion Status: true
Mandatory: Yes
Priority: Medium","#User Facility#
['MYS-PMG-ASRS']

User Query: List the tasks of all mandatory checklist tasks where the actual effort exceeds the planned effort, and the task is not completed"
156,Work Order,"What is the checklist available in the work order ID ""WO099995""","SELECT wc.workorder_checklist_taskdescription,wc.workorder_checklist_assignedto,wc.workorder_checklist_actualeffort,wc.workorder_checklist_plannedeffort,wc.workorder_checklist_mandatory,wc.workorder_checklist_taskpriority,wc.workorder_checklist_observation,wc.workorder_checklist_notes,wc.workorder_checklist_completionstatus FROM ai.workorder_checklist wc
JOin ai.workordermasterdetails wmd ON wc.workorder_checklist_workorder_id = wmd.workorder_id
WHERE wc.workorder_checklist_workorder_id = 'WO099995'
AND wmd.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails","Workorder Id: WO022346
Task Description: Check the motor winding
Assigned To: Outhirai
Nature of Work: Mechanical
Planned effort: 00:15
Actual effort: 00:20
Expected Result: Inspection to be done once the motor is working fine
Observation: ok
Notes:
Non Conformance: true
Completion Status: true
Mandatory: Yes
Priority: Medium","#User Facility#
['MYS-PMG-ASRS']

User Query: What is the checklist available in the work order ID ""WO099995"""
157,Work Order,"What is the checklist planned effort for task ""Check for any abnormal noise"" under work order ID ""WO099995""","SELECT workorder_checklist_plannedeffort FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_checklist_workorder_id = 'WO099995' AND workorder_checklist_taskdescription ilike '%Check%for%any%abnormal%noise%'
AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails",Planned Effort:00:34,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the checklist planned effort for task ""Check for any abnormal noise"" under work order ID ""WO099995"""
158,Work Order,"Is the task ""Check for any abnormal noise"" is mandatory in the workorder checklist","SELECT workorder_checklist_mandatory FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_checklist_workorder_id = 'WO099995' AND workorder_checklist_taskdescription  ilike '%Check%for%any%abnormal%noise%'
AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails",Mandatory: Yes,"#User Facility#
['MYS-PMG-ASRS']

User Query: Is the task ""Check for any abnormal noise"" is mandatory in the workorder checklist"
159,Work Order,"For work order ""WO099995"" how many tasks have completed?","SELECT COUNT(*) FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_checklist_workorder_id = 'WO099995' AND workorder_checklist_completionstatus = TRUE
AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails",No of completed tasks: 5,"#User Facility#
['MYS-PMG-ASRS']

User Query: For work order ""WO099995"" how many tasks have completed?"
160,Work Order,Which work order has the highest number of tasks having non conformance ,"SELECT workorder_checklist_workorder_id, COUNT(*) AS nonconformance_count
FROM ai.workorder_checklist
JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE COALESCE(workorder_checklist_nonconformance, '') != ''
AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS')
GROUP BY workorder_checklist_workorder_id
ORDER BY nonconformance_count DESC
LIMIT 1;","workorder_checklist, workordermasterdetails",WO099990 - 8 nonconformance cases,"#User Facility#
['MYS-PMG-ASRS']

User Query: Which work order has the highest number of tasks having non conformance "
161,Work Order,"Which tasks under work order ""WO099995"" were assigned to ""Shivaraju C"" and had an observation recorded","SELECT workorder_id, workorder_checklist_taskdescription,workorder_checklist_assignedto FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_checklist_workorder_id = 'WO099995' AND workorder_checklist_assignedto ilike '%Shivaraju%C%' AND COALESCE(workorder_checklist_observation, '') != '' AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails",WO099990 - inspect belt tension,"#User Facility#
['MYS-PMG-ASRS']

User Query: Which tasks under work order ""WO099995"" were assigned to ""Shivaraju C"" and had an observation recorded"
162,Work Order,How many completed workorder checklists have non-conformance marked,"SELECT DISTinCT workorder_checklist_workorder_id FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_checklist_completionstatus = TRUE AND COALESCE(workorder_checklist_nonconformance, '') != '' AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails","Completed work order list with non conformance cases:
WO099990
WO099991","#User Facility#
['MYS-PMG-ASRS']

User Query: How many completed workorder checklists have non-conformance marked"
163,Work Order,How many checklist are there in WO099995,"SELECT COUNT(*) FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist.workorder_checklist_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_checklist_workorder_id = 'WO099995'
AND workordermasterdetails.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails",No of checklist: 5,"#User Facility#
['MYS-PMG-ASRS']

User Query: How many checklist are there in WO099995"
164,Work Order,"Who is the assigned person for the checklist task ""Replace worn-out conveyor belt"" in work order ""WO099998""","SELECT workorder_id,workorder_checklist_taskdescription,workorder_checklist_assignedto FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist_workorder_id = workorder_id WHERE workorder_facility_code in ('MYS-PMG-ASRS') AND workorder_checklist_workorder_id = 'WO099998' AND workorder_checklist_taskdescription ilike '%Replace%worn-out%conveyor%belt%';","workorder_checklist, workordermasterdetails","Workorder ID: WO099998
Task Description: Replace worn-out conveyor belt
Assigned To: John Doe","#User Facility#
['MYS-PMG-ASRS']

User Query: Who is the assigned person for the checklist task ""Replace worn-out conveyor belt"" in work order ""WO099998"""
165,Work Order,"What is the nature of the work for the checklist task ""Lubricate motor bearings"" in work order ""WO099997""","SELECT workorder_id,workorder_checklist_taskdescription,workorder_checklist_natureofwork FROM ai.workorder_checklist JOin ai.workordermasterdetails ON workorder_checklist_workorder_id = workorder_id WHERE workorder_facility_code in ('MYS-PMG-ASRS') AND workorder_checklist_workorder_id = 'WO099997' AND workorder_checklist_taskdescription ilike '%Lubricate%motor%bearings%';","workorder_checklist, workordermasterdetails","Workorder ID: WO099997
Task Description: Replace worn-out conveyor belt
Nature of Work: Electrical","#User Facility#
['MYS-PMG-ASRS']

User Query: What is the nature of the work for the checklist task ""Lubricate motor bearings"" in work order ""WO099997"""
166,Work Order,Which vendors are linked to work order WO022345 that have no expiry date set,"SELECT workorder_id,workorder_vendor_name,workorder_vendor_expiry_date
FROM ai.workorder_vendor
JOin ai.workordermasterdetails
ON workorder_vendor.workorder_vendor_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_vendor.workorder_vendor_workorder_id = 'WO022345'
AND workorder_vendor_expiry_date IS NULL
AND workordermasterdetails.workorder_facility_code in ('MYS-FG-ASRS');","workorder_vendor,workordermasterdetails","Vendor Name – SUNMAR & CO
Workorder ID - WO022345
Expiry Date - ","#User Facility#
['MYS-PMG-ASRS']

User Query: Which vendors are linked to work order WO022345 that have no expiry date set"
167,Work Order,What is the cost for the vendor for work order WO022345,"SELECT workorder_id,workorder_vendor_name, workorder_vendor_cost
FROM ai.workorder_vendor
JOin ai.workordermasterdetails
ON workorder_vendor.workorder_vendor_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_vendor.workorder_vendor_workorder_id = 'WO022345'
AND workordermasterdetails.workorder_facility_code in ('MYS-FG-ASRS')","workorder_vendor,workordermasterdetails","Vendor Name – SUNMAR & CO
Workorder ID - WO022345
Cost - 34,000","#User Facility#
['MYS-PMG-ASRS']

User Query: What is the cost for the vendor for work order WO022345"
168,Work Order,How do I find work orders that have been reopened after completion,"SELECT workorder_id, workorder_status
FROM ai.workordermasterdetails
WHERE workorder_status in ('Reopened')
AND workorder_facility_code in ('SRP-WPB-PRS');",workordermasterdetails,"Workorder ID - WO022345
Status - Reopened","#User Facility#
['SRP-WPB-PRS']

User Query: How do I find work orders that have been reopened after completion"
169,Work Order,How many work orders are currently in progress,"SELECT COUNT(*)
FROM ai.workordermasterdetails
WHERE workorder_status not in ('Closed','Completed','Cancelled')
AND workorder_facility_code in ('SRP-WPB-PRS');",workordermasterdetails,Work in progress work orders count: 34,"#User Facility#
['SRP-WPB-PRS']

User Query: How many work orders are currently in progress"
170,Work Order,Which users approved the most work orders within the last year,"SELECT workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_approver_name, COUNT(*)
FROM ai.workorder_spareparts_approvalhistory
LEFT JOin ai.workordermasterdetails ON workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_approval_status = 'approved'
AND workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_approval_time > NOW() - inTERVAL '1 year'
AND workordermasterdetails.workorder_facility_code in ('SRP-WPB')
GROUP BY workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_approver_name
ORDER BY COUNT(*) DESC;","workorder_spareparts_approvalhistory, workordermasterdetails","User - Ideeswaran
No of work orders - 345","#User Facility#
['SRP-WPB']

User Query: Which users approved the most work orders within the last year"
171,Work Order,How many work orders were approved by each approver in the last 6 months,"SELECT workorder_spareparts_approvalhistory_approver_name, COUNT(*)
FROM ai.workorder_spareparts_approvalhistory
LEFT JOin ai.workordermasterdetails ON workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_approval_status ilike '%approved%'
AND workorder_spareparts_approvalhistory.workorder_spareparts_approvalhistory_approval_time > NOW() - inTERVAL '6 months'
AND workordermasterdetails.workorder_facility_code in ('SRP-WPB')
GROUP BY workorder_spareparts_approvalhistory_approver_name,
workordermasterdetails.workorder_facility_code;","workorder_spareparts_approvalhistory, workordermasterdetails","User - Ideeswaran
No of work orders - 345","#User Facility#
['SRP-WPB']

User Query: How many work orders were approved by each approver in the last 6 months"
172,Work Order,"Who created the spare request for work order ""WO099998""",SELECT workorder_spareparts_createduser FROM ai.workorder_spareparts JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workordermasterdetails.workorder_id WHERE workorder_spareparts_workorder_id = 'WO099998' AND workorder_facility_code in ('SRP-WPB'),"workordermasterdetails, workorder_spareparts",User: John Doe,"#User Facility#
['SRP-WPB']

User Query: Who created the spare request for work order ""WO099998"""
173,Work Order,"What is the reservation status for work order ""WO099747"" spare request","SELECT workorder_spareparts_reservationid, workorder_spareparts_reservationstatus FROM ai.workorder_spareparts JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workordermasterdetails.workorder_id WHERE workorder_spareparts_workorder_id = 'WO099747' AND workorder_facility_code in ('SRP-WPB')","workordermasterdetails, workorder_spareparts","Reservation ID: 0033455633
Reservation Status: Success","#User Facility#
['SRP-WPB']

User Query: What is the reservation status for work order ""WO099747"" spare request"
174,Work Order,"When was the reservation created for work order ""WO099864"" spare request","SELECT workorder_spareparts_reservationid, workorder_spareparts_reservationstatus,workorder_spareparts_reservationtime FROM ai.workorder_spareparts JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workordermasterdetails.workorder_id WHERE workorder_spareparts_workorder_id = 'WO099864' AND workorder_facility_code in ('SRP-WPB') ","workordermasterdetails, workorder_spareparts","Reservation ID: 0033455633
Reservation Status: Success
Reservation Time: 15-02-2024 10:45:00","#User Facility#
['SRP-WPB']

User Query: When was the reservation created for work order ""WO099864"" spare request"
175,Work Order,"What is the total price for spare part ""MN0513"" in work order ""WO099994""","SELECT workorder_spareparts_workorder_id, SUM(workorder_spareparts_totalprice::numeric) AS total_price FROM ai.workorder_spareparts JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workordermasterdetails.workorder_id where workorder_facility_code in ('SRP-WPB') GROUP BY workorder_spareparts_workorder_id;","workordermasterdetails, workorder_spareparts","Work Order ID: WO4353
Total Price: 34555","#User Facility#
['SRP-WPB']

User Query: What is the total price for spare part ""MN0513"" in work order ""WO099994"""
176,Work Order,"What is the storage bin for spare part ""MH2938""","SELECT workorder_spareparts_workorder_id,workorder_spareparts_storage_bin FROM workorder_spareparts JOin workordermasterdetails ON workorder_spareparts_workorder_id = workordermasterdetails.workorder_id WHERE workorder_facility_code in ('SRP-WPB')","workordermasterdetails, workorder_spareparts","Work Order ID: WO4353
Storage Bin: Bin_A34","#User Facility#
['SRP-WPB']

User Query: What is the storage bin for spare part ""MH2938"""
177,Work Order,"What is the created time of the work order ""WO099747""","SELECT workorder_id, workorder_createdtime FROM ai.workordermasterdetails WHERE workorder_facility_code in ('SRP-WPB')
",workordermasterdetails,"Work Order ID: WO4353
Created Time: 15-02-2025 10:45:00","#User Facility#
['SRP-WPB']

User Query: What is the created time of the work order ""WO099747"""
178,Workorder Safety Permit,List cancelled order where permit is mandatory.,"Select workorder_facility_code,w.workorder_id FROM ai.workordermasterdetails w JOIN ai.workorder_safety_permit s ON w.workorder_id = s.workorder_safety_permit_workorder_id where workorder_facility_code in ('MYS-WPB-PKG','MYS-WPB-PKG1') and w.workorder_status = 'Cancelled' AND s.workorder_safety_permit_mandatory = TRUE group by workorder_facility_code,workorder_id;","workordermasterdetails, workorder_safety_permit","The cancelled work orders where a permit is mandatory are:

Work Order WO0782448 for facility code MYS-WPB-PKG1

Work Order WO0782447 for facility code MYS-WPB-PKG.","#User Facility#
['MYS-WPB-PKG','MYS-WPB-PKG1']

User Query: List cancelled order where permit is mandatory."
179,Work Order,Nature of issue wise WO count.,"SELECT workorder_natureofissue, count(workorder_id) 
FROM ai.workordermasterdetails 
where workorder_facility_code in ('MYS-WPB-PKG') ",workordermasterdetails,"The 1 work orders with the nature of issue ""AUTONOMOUS MAINTENANCE"".

The 24 work orders with the nature of issue ""Boiler safety"".

The 32 work orders with the nature of issue ""CFT"".","#User Facility#
['MYS-WPB-PKG']

User Query: Nature of issue wise WO count."
180,Workorder Safety Permit,List orders which has cold work permit.,"SELECT workorder_safety_permit_workorder_id
from ai.workordermasterdetails
left join ai.workorder_safety_permit on workorder_id = workorder_safety_permit_workorder_id
where workorder_facility_code in ('MYS-FG ASRS') and workorder_safety_permit_type ILIKE 'Cold work permit';","workordermasterdetails, workorder_safety_permit","The following work orders have a Cold Work Permit type,
WO0782448WO0782448
CHINP-WO0167472
LIM-WO024337","#User Facility#
['MYS-FG ASRS']

User Query: List orders which has cold work permit."
181,Workorder Progress Update,List the progress updates for work order CHINP-WO0348601.,"SELECT workorder_id,workorder_progress_update_description,workorder_progress_update_status,workorder_progress_update_updated_datetime 
FROM ai.workordermasterdetails
LEFT JOIN ai.workorder_progress_update ON workorder_id = workorder_progress_update_workorder_id 
where workorder_facility_code in ('1011- CBU-STC-001') and workorder_progress_update_workorder_id in ('CHINP-WO0348601');","workordermasterdetails, workorder_progress_update","Here is the list of progress updates for Work Order CHINP-WO0348601:

Description: MONTHLY PM COMPLETED
Status: Completed
Updated On: 25-Feb-2025 10:50

Description: Completion Date wrongly closed
Status: Initiated
Updated On: 25-Feb-2025 10:49

Description: MONTHLY PM COMPLETED
Status: Completed
Updated On: 22-Feb-2025 00:25","#User Facility#
['1011- CBU-STC-001']

User Query: List the progress updates for work order CHINP-WO0348601."
182,Work Order,List all work orders created for equipment 10002329.,"Select w.workorder_id,w.workorder_createdtime,w.workorder_status FROM ai.workordermasterdetails w where w.workorder_equipment_code = '10002329' and w.workorder_facility_code in ('1001-DIVB-TBM-TRK') order by 2 desc;",workordermasterdetails,"The list of all work orders created for equipment 10002329:

Work Order ID: PER-WO0164347
Created Time: 01-Aug-2025 09:24
Status: Initiated

Work Order ID: PER-WO0163997
Created Time: 29-Jul-2025 08:23
Status: Completed

Work Order ID: PER-WO0163357
Created Time: 25-Jul-2025 18:21
Status: Completed","#User Facility#
['1001-DIVB-TBM-TRK']

User Query: List all work orders created for equipment 10002329."
183,Work Order,List the RCA and Counter Measure for equipment 10002329.,"SELECT workorder_id, workorder_rca_rootcause, workorder_rca_countermeasure FROM ai.workordermasterdetails
where workorder_equipment_code = '10002329' and workorder_facility_code in ('1001-DIVB-TBM-TRK');",workordermasterdetails,"List of Root Cause Analysis (RCA) and Counter Measure details for equipment 10002329:

Work Order ID: PER-WO041473
RCA (Root Cause): [Not Provided]
Counter Measure: Bottom stitcher shaft play to be checked in online checklist

Work Order ID: PER-WO0158391
RCA (Root Cause): [Not Provided]
Counter Measure: No data available","#User Facility#
['1001-DIVB-TBM-TRK']

User Query: List the RCA and Counter Measure for equipment 10002329."
184,Work Order,What is the count of work orders approved in 2025?,"SELECT 
    workorder_facility_code,
    COUNT(*) AS approved_workorder_count
FROM 
    ai.workordermasterdetails
WHERE 
    workorder_facility_code IN ('1011- CBU-STC-001') 
    AND workorder_pm_approvalstatus ILIKE 'Approved'
    AND EXTRACT(YEAR FROM workorder_createdtime) = 2025
GROUP BY 
    workorder_facility_code;",workordermasterdetails,"The count of work orders approved in 2025 for the facility code 1011-CBU-STC-001 is 231.
","#User Facility#
['1011- CBU-STC-001']

User Query: What is the count of work orders approved in 2025?"
